phone,lng,lat,is delivered,created at,updated at,id
620.390.8378 x085,58.4369,-1.6619,,2018-03-19 16:08:35 UTC,2018-03-19 16:08:35 UTC,4100
973.682.3759,155.2496,31.1264,,2018-03-19 16:08:37 UTC,2018-03-19 16:08:37 UTC,4101
1-829-612-7547 x946,-14.5208,11.3788,true,2018-03-19 16:08:41 UTC,2018-03-19 16:08:41 UTC,4102
885-153-0341,-8.8054,-65.5264,,2018-03-19 16:08:43 UTC,2018-03-19 16:08:43 UTC,4103
186.419.8910,-45.6292,49.4594,,2018-03-19 16:08:44 UTC,2018-03-19 16:08:44 UTC,4104
567-411-0188 x76572,39.7762,80.1142,,2018-03-19 16:08:47 UTC,2018-03-19 16:08:47 UTC,4105
232.708.0829 x8736,42.7115,56.6706,,2018-03-19 16:08:48 UTC,2018-03-19 16:08:48 UTC,4106
(320) 121-3746 x0212,6.1798,55.4363,,2018-03-19 16:08:53 UTC,2018-03-19 16:08:53 UTC,4107
1-079-307-3797 x035,144.7345,-68.7036,,2018-03-19 16:08:54 UTC,2018-03-19 16:08:54 UTC,4108
1-986-966-9241,-79.9596,82.2848,,2018-03-19 16:08:56 UTC,2018-03-19 16:08:56 UTC,4109
1-637-760-5586,-6.543,-44.0669,true,2018-03-19 16:08:59 UTC,2018-03-19 16:08:59 UTC,4110
(780) 777-2801,-166.467,-15.9667,,2018-03-19 16:09:02 UTC,2018-03-19 16:09:02 UTC,4111
(764) 894-0228 x526,83.2028,69.7419,,2018-03-19 16:09:03 UTC,2018-03-19 16:09:03 UTC,4112
686.509.6137,-115.5651,21.6135,,2018-03-19 16:09:04 UTC,2018-03-19 16:09:04 UTC,4113
843-681-2659 x22452,20.8458,73.8501,true,2018-03-19 16:09:06 UTC,2018-03-19 16:09:06 UTC,4114
1-572-915-2175,141.8303,55.035,true,2018-03-19 16:09:09 UTC,2018-03-19 16:09:09 UTC,4115
1-332-113-2737,65.8785,79.1146,,2018-03-19 16:09:15 UTC,2018-03-19 16:09:15 UTC,4116
1-073-722-5374 x129,18.3221,42.4016,,2018-03-19 16:09:17 UTC,2018-03-19 16:09:17 UTC,4117
1-536-140-5897 x3793,-0.9952,75.3384,true,2018-03-19 16:09:18 UTC,2018-03-19 16:09:18 UTC,4118
361-826-5153,13.5282,61.4765,true,2018-03-19 16:09:19 UTC,2018-03-19 16:09:19 UTC,4119
370-433-0279 x61669,-136.0175,-17.5485,true,2018-03-19 16:09:22 UTC,2018-03-19 16:09:22 UTC,4120
889.135.7513,23.406,25.7489,true,2018-03-19 16:09:24 UTC,2018-03-19 16:09:24 UTC,4121
1-301-358-7866 x15224,-61.9051,64.8723,true,2018-03-19 16:09:25 UTC,2018-03-19 16:09:25 UTC,4122
1-443-976-2417 x804,-134.6453,39.2402,true,2018-03-19 16:09:26 UTC,2018-03-19 16:09:26 UTC,4123
1-279-136-0105 x167,-99.2245,-76.5367,,2018-03-19 16:09:30 UTC,2018-03-19 16:09:30 UTC,4124
(633) 513-3876,68.9248,-48.4763,true,2018-03-19 16:09:33 UTC,2018-03-19 16:09:33 UTC,4125
1-519-443-8135 x517,81.0838,-64.8277,,2018-03-19 16:09:34 UTC,2018-03-19 16:09:34 UTC,4126
1-971-965-0559 x2802,-43.6143,86.4439,true,2018-03-19 16:09:35 UTC,2018-03-19 16:09:35 UTC,4127
983.718.1322 x9508,-98.3605,52.7341,,2018-03-19 16:09:36 UTC,2018-03-19 16:09:36 UTC,4128
814-631-1528 x960,-173.6688,70.4578,true,2018-03-19 16:09:40 UTC,2018-03-19 16:09:40 UTC,4129
092.314.9684 x937,-113.3536,-73.4946,,2018-03-19 16:09:42 UTC,2018-03-19 16:09:42 UTC,4130
507-437-7786,-130.9247,13.187,true,2018-03-19 16:09:44 UTC,2018-03-19 16:09:44 UTC,4131
461.702.7573 x006,-136.8484,2.8867,true,2018-03-19 16:09:45 UTC,2018-03-19 16:09:45 UTC,4132
(726) 726-0605,-19.3836,-28.1655,true,2018-03-19 16:09:48 UTC,2018-03-19 16:09:48 UTC,4133
282.964.6868 x6346,-75.8627,84.1125,true,2018-03-19 16:09:50 UTC,2018-03-19 16:09:50 UTC,4134
332-905-0275 x90350,170.5197,52.0083,true,2018-03-19 16:09:51 UTC,2018-03-19 16:09:51 UTC,4135
1-292-604-7894,-41.8418,41.1541,true,2018-03-19 16:09:52 UTC,2018-03-19 16:09:52 UTC,4136
655-150-9231,149.7238,36.4696,,2018-03-19 16:09:55 UTC,2018-03-19 16:09:55 UTC,4137
634.652.4853 x287,37.1302,71.743,true,2018-03-19 16:09:57 UTC,2018-03-19 16:09:57 UTC,4138
062-328-2727,95.3914,-84.51,true,2018-03-19 16:09:58 UTC,2018-03-19 16:09:58 UTC,4139
1-341-770-5413 x98373,154.9094,35.3909,true,2018-03-19 16:10:01 UTC,2018-03-19 16:10:01 UTC,4140
983-536-4865,-24.1217,11.2225,true,2018-03-19 16:10:03 UTC,2018-03-19 16:10:03 UTC,4141
024.009.0323 x4497,-82.4033,-82.9225,true,2018-03-19 16:10:04 UTC,2018-03-19 16:10:04 UTC,4142
1-041-166-0363,-100.7524,40.3686,true,2018-03-19 16:10:05 UTC,2018-03-19 16:10:05 UTC,4143
077.498.0681,175.5766,-38.6793,,2018-03-19 16:10:08 UTC,2018-03-19 16:10:08 UTC,4144
(670) 995-4570,-67.0285,86.8678,true,2018-03-19 16:10:10 UTC,2018-03-19 16:10:10 UTC,4145
300-804-8271 x3730,93.7739,13.337,,2018-03-19 16:10:13 UTC,2018-03-19 16:10:13 UTC,4146
114-684-2440 x2001,-163.317,-37.551,true,2018-03-19 16:10:16 UTC,2018-03-19 16:10:16 UTC,4147
998-248-2792,25.8065,51.0198,,2018-03-19 16:10:19 UTC,2018-03-19 16:10:19 UTC,4148
840-471-9869 x13650,-178.2708,-38.5527,true,2018-03-19 16:10:21 UTC,2018-03-19 16:10:21 UTC,4149
792.033.0094 x8525,108.9014,-66.7819,true,2018-03-19 16:10:24 UTC,2018-03-19 16:10:24 UTC,4150
(477) 901-4673 x980,-154.6315,14.8716,,2018-03-19 16:10:26 UTC,2018-03-19 16:10:26 UTC,4151
1-124-043-8774 x2845,64.7472,-59.5099,,2018-03-19 16:10:27 UTC,2018-03-19 16:10:27 UTC,4152
1-748-671-1956,38.7686,-14.4769,true,2018-03-19 16:10:30 UTC,2018-03-19 16:10:30 UTC,4153
103-542-8298 x6910,-115.7788,-27.3051,,2018-03-19 16:10:31 UTC,2018-03-19 16:10:31 UTC,4154
228-985-8778 x18640,-155.1991,-89.8937,,2018-03-19 16:10:33 UTC,2018-03-19 16:10:33 UTC,4155
103.792.5604 x7845,-60.9151,-81.3186,,2018-03-19 16:10:36 UTC,2018-03-19 16:10:36 UTC,4156
(214) 322-1480,-16.4219,18.9949,,2018-03-19 16:10:37 UTC,2018-03-19 16:10:37 UTC,4157
(355) 208-0746,-3.8209,0.1287,,2018-03-19 16:10:38 UTC,2018-03-19 16:10:38 UTC,4158
(721) 523-7557 x2242,-151.4988,17.5325,,2018-03-19 16:10:40 UTC,2018-03-19 16:10:40 UTC,4159
(874) 669-3005,-131.4807,24.4215,,2018-03-19 16:10:43 UTC,2018-03-19 16:10:43 UTC,4160
377-283-1704 x199,-91.6686,87.0877,true,2018-03-19 16:10:44 UTC,2018-03-19 16:10:44 UTC,4161
1-789-861-2288 x6481,52.9287,-3.0007,true,2018-03-19 16:10:45 UTC,2018-03-19 16:10:45 UTC,4162
546.895.5177,-16.1441,76.555,,2018-03-19 16:10:50 UTC,2018-03-19 16:10:50 UTC,4163
1-753-201-9719,-22.2587,-85.0052,,2018-03-19 16:10:52 UTC,2018-03-19 16:10:52 UTC,4164
367.516.2399 x91990,-48.1455,-78.3829,,2018-03-19 16:10:53 UTC,2018-03-19 16:10:53 UTC,4165
646-116-8716 x5807,61.6226,41.5033,true,2018-03-19 16:10:58 UTC,2018-03-19 16:10:58 UTC,4166
1-895-236-6299,13.4242,-69.5836,true,2018-03-19 16:10:59 UTC,2018-03-19 16:10:59 UTC,4167
(597) 636-9008 x2426,161.3255,50.4164,,2018-03-19 16:11:06 UTC,2018-03-19 16:11:06 UTC,4168
416.356.0289 x48226,85.7848,24.8512,,2018-03-20 18:10:55 UTC,2018-03-20 18:10:55 UTC,4169
515-237-1771 x153,-99.5829,-74.1377,true,2018-03-20 18:10:57 UTC,2018-03-20 18:10:57 UTC,4170
1-838-194-4204 x8255,101.7592,19.9677,,2018-03-20 18:10:58 UTC,2018-03-20 18:10:58 UTC,4171
1-146-120-0535 x33806,-44.3942,-56.6168,,2018-03-20 18:11:01 UTC,2018-03-20 18:11:01 UTC,4172
425-230-5774 x17128,59.901,46.8418,,2018-03-20 18:11:03 UTC,2018-03-20 18:11:03 UTC,4173
(461) 400-8448,52.0682,0.282,true,2018-03-20 18:11:04 UTC,2018-03-20 18:11:04 UTC,4174
(618) 644-9510 x224,120.6043,-29.8204,true,2018-03-20 18:11:05 UTC,2018-03-20 18:11:05 UTC,4175
711-365-3572 x21656,-173.7494,66.2196,true,2018-03-20 18:11:07 UTC,2018-03-20 18:11:07 UTC,4176
155-081-7022 x551,-134.3516,28.9673,true,2018-03-20 18:11:08 UTC,2018-03-20 18:11:08 UTC,4177
583-562-2902,-147.6188,4.2754,,2018-03-20 18:11:10 UTC,2018-03-20 18:11:10 UTC,4178
094-433-4030 x149,-57.804,46.3145,,2018-03-20 18:11:11 UTC,2018-03-20 18:11:11 UTC,4179
566.225.1814,-38.6895,24.9305,true,2018-03-20 18:11:12 UTC,2018-03-20 18:11:12 UTC,4180
529-016-3447 x1478,38.607,-15.1252,true,2018-03-20 18:11:14 UTC,2018-03-20 18:11:14 UTC,4181
739-636-7733 x018,101.1499,-10.8062,true,2018-03-20 18:11:15 UTC,2018-03-20 18:11:15 UTC,4182
1-078-510-5258 x3634,-159.7148,-34.2262,,2018-03-20 18:11:16 UTC,2018-03-20 18:11:16 UTC,4183
(921) 056-6992,-66.3575,-53.1678,,2018-03-20 18:11:18 UTC,2018-03-20 18:11:18 UTC,4184
279.451.2411 x39404,136.46,58.2961,,2018-03-20 18:11:19 UTC,2018-03-20 18:11:19 UTC,4185
507-442-7830,31.0939,11.0323,true,2018-03-20 18:11:20 UTC,2018-03-20 18:11:20 UTC,4186
1-202-178-1641 x2787,-155.9273,14.5631,true,2018-03-20 18:11:22 UTC,2018-03-20 18:11:22 UTC,4187
1-522-048-9267 x79061,-98.0355,44.7832,,2018-03-20 18:11:23 UTC,2018-03-20 18:11:23 UTC,4188
218-589-3726,-179.9766,87.8756,true,2018-03-20 18:11:25 UTC,2018-03-20 18:11:25 UTC,4189
464-546-9929 x5077,-164.3294,-38.5584,,2018-03-20 18:11:26 UTC,2018-03-20 18:11:26 UTC,4190
682-240-0754,-93.708,-1.6012,true,2018-03-20 18:11:27 UTC,2018-03-20 18:11:27 UTC,4191
930.195.1829 x02580,-143.1816,-78.5679,,2018-03-20 18:11:31 UTC,2018-03-20 18:11:31 UTC,4192
451.442.0374 x4300,1.3427,3.4723,,2018-03-20 18:11:32 UTC,2018-03-20 18:11:32 UTC,4193
(616) 222-4621 x31004,150.648,22.9529,true,2018-03-20 18:11:33 UTC,2018-03-20 18:11:33 UTC,4194
(787) 364-3571,128.6603,76.124,true,2018-03-20 18:11:35 UTC,2018-03-20 18:11:35 UTC,4195
1-217-091-0331,100.7304,12.7332,true,2018-03-20 18:11:38 UTC,2018-03-20 18:11:38 UTC,4196
157-900-4172 x357,-25.4589,-87.7294,,2018-03-20 18:11:40 UTC,2018-03-20 18:11:40 UTC,4197
804.004.2494 x538,-51.681,-30.3344,true,2018-03-20 18:11:41 UTC,2018-03-20 18:11:41 UTC,4198
480.617.0588 x1202,90.1907,-21.9134,,2018-03-20 18:11:43 UTC,2018-03-20 18:11:43 UTC,4199
1-080-146-5576,82.1149,3.809,true,2018-03-20 18:11:44 UTC,2018-03-20 18:11:44 UTC,4200
205-309-1970,77.4008,31.3564,true,2018-03-20 18:11:46 UTC,2018-03-20 18:11:46 UTC,4201
(089) 535-6130 x033,-106.2365,-38.282,,2018-03-20 18:11:47 UTC,2018-03-20 18:11:47 UTC,4202
1-115-279-1908 x739,-170.0634,54.8061,,2018-03-20 18:11:48 UTC,2018-03-20 18:11:48 UTC,4203
1-952-674-5735,-41.1589,-78.342,,2018-03-20 18:11:52 UTC,2018-03-20 18:11:52 UTC,4204
1-102-820-7060 x49021,-71.9092,-84.1223,,2018-03-20 18:11:55 UTC,2018-03-20 18:11:55 UTC,4205
(535) 166-8344 x74771,-27.7699,-5.6162,,2018-03-20 18:11:56 UTC,2018-03-20 18:11:56 UTC,4206
(692) 268-6746 x7718,-31.9,49.8621,,2018-03-20 18:11:57 UTC,2018-03-20 18:11:57 UTC,4207
1-763-930-2873 x8672,105.6993,75.3632,,2018-03-20 18:11:59 UTC,2018-03-20 18:11:59 UTC,4208
795.987.9051 x919,23.299,58.8913,,2018-03-20 18:12:00 UTC,2018-03-20 18:12:00 UTC,4209
955.075.9713,137.7378,-0.0227,,2018-03-20 18:12:02 UTC,2018-03-20 18:12:02 UTC,4210
(133) 760-5040 x3710,166.9037,36.548,,2018-03-20 18:12:03 UTC,2018-03-20 18:12:03 UTC,4211
819-587-7683 x293,-33.2457,19.9814,,2018-03-20 18:12:05 UTC,2018-03-20 18:12:05 UTC,4212
1-277-770-1664 x9778,66.4962,-9.2978,,2018-03-20 18:12:06 UTC,2018-03-20 18:12:06 UTC,4213
439.088.4422 x58605,-20.1815,61.6352,true,2018-03-20 18:12:08 UTC,2018-03-20 18:12:08 UTC,4214
(987) 766-2303 x574,67.2891,22.7215,,2018-03-20 18:12:09 UTC,2018-03-20 18:12:09 UTC,4215
053-174-3527 x0688,77.7056,88.4736,,2018-03-20 18:12:11 UTC,2018-03-20 18:12:11 UTC,4216
108-551-7077 x757,159.6751,-1.838,true,2018-03-20 18:12:13 UTC,2018-03-20 18:12:13 UTC,4217
534.179.5047,77.4064,31.608,,2018-03-20 18:12:14 UTC,2018-03-20 18:12:14 UTC,4218
1-742-276-5014 x71224,128.7743,77.7939,true,2018-03-20 18:12:15 UTC,2018-03-20 18:12:15 UTC,4219
126.732.0870 x61271,-121.3927,53.047,true,2018-03-20 18:12:17 UTC,2018-03-20 18:12:17 UTC,4220
(659) 132-0868 x081,101.8199,70.6581,true,2018-03-20 18:12:18 UTC,2018-03-20 18:12:18 UTC,4221
1-209-847-4641 x1809,-74.7718,-2.2983,,2018-03-20 18:12:21 UTC,2018-03-20 18:12:21 UTC,4222
608-194-4565 x522,8.2368,-61.7303,,2018-03-20 18:12:23 UTC,2018-03-20 18:12:23 UTC,4223
(131) 047-1949 x20688,-0.5167,69.3163,,2018-03-20 18:12:24 UTC,2018-03-20 18:12:24 UTC,4224
986.353.2313 x70095,33.6896,-10.3305,true,2018-03-20 18:12:26 UTC,2018-03-20 18:12:26 UTC,4225
(132) 231-4996 x160,120.0051,51.5586,,2018-03-20 18:12:27 UTC,2018-03-20 18:12:27 UTC,4226
(591) 469-0408 x5160,-69.0698,-40.7339,,2018-03-20 18:12:28 UTC,2018-03-20 18:12:28 UTC,4227
006-916-7110 x15218,-132.6812,-59.1026,true,2018-03-20 18:12:30 UTC,2018-03-20 18:12:30 UTC,4228
630-258-8224 x5289,-99.104,-86.4242,,2018-03-20 18:12:31 UTC,2018-03-20 18:12:31 UTC,4229
370.230.6769,-26.5775,61.6185,,2018-03-20 18:12:33 UTC,2018-03-20 18:12:33 UTC,4230
408-572-6097,-145.6245,45.364,,2018-03-20 18:12:34 UTC,2018-03-20 18:12:34 UTC,4231
(500) 799-8970 x03457,22.2829,-26.5704,,2018-03-20 18:12:36 UTC,2018-03-20 18:12:36 UTC,4232
(054) 049-9262 x240,-72.8922,1.742,true,2018-03-20 18:12:37 UTC,2018-03-20 18:12:37 UTC,4233
(235) 327-0122 x070,-130.6513,-55.7593,,2018-03-20 18:12:39 UTC,2018-03-20 18:12:39 UTC,4234
294-537-2836,-107.2976,-21.4616,true,2018-03-20 18:12:40 UTC,2018-03-20 18:12:40 UTC,4235
580.776.2256 x0092,-85.0444,-40.1004,true,2018-03-20 18:12:44 UTC,2018-03-20 18:12:44 UTC,4236
(758) 181-1798,-156.1757,0.7047,,2018-03-20 18:12:45 UTC,2018-03-20 18:12:45 UTC,4237
1-361-373-8131 x16317,110.9938,-65.0444,true,2018-03-20 18:12:46 UTC,2018-03-20 18:12:46 UTC,4238
(761) 956-7757 x5588,-107.4761,67.8174,true,2018-03-20 18:12:48 UTC,2018-03-20 18:12:48 UTC,4239
1-822-058-5393,142.4471,-38.1139,,2018-03-20 18:12:49 UTC,2018-03-20 18:12:49 UTC,4240
(492) 333-7320,169.8532,0.8954,,2018-03-20 18:12:50 UTC,2018-03-20 18:12:50 UTC,4241
277-259-9168,-6.8368,28.3454,,2018-03-20 18:12:52 UTC,2018-03-20 18:12:52 UTC,4242
1-019-176-1969,-136.309,50.4957,true,2018-03-20 18:12:53 UTC,2018-03-20 18:12:53 UTC,4243
1-401-290-5708,20.7216,-37.6775,,2018-03-20 18:12:55 UTC,2018-03-20 18:12:55 UTC,4244
(288) 064-2438 x574,-87.9712,-35.8082,true,2018-03-20 18:12:57 UTC,2018-03-20 18:12:57 UTC,4245
(570) 537-2878 x9404,-145.5463,44.7261,true,2018-03-20 18:13:00 UTC,2018-03-20 18:13:00 UTC,4246
200-103-4434 x957,17.7771,26.1641,true,2018-03-20 18:13:01 UTC,2018-03-20 18:13:01 UTC,4247
(164) 056-6508,20.2372,-48.1397,true,2018-03-20 18:13:03 UTC,2018-03-20 18:13:03 UTC,4248
554-975-7779 x03004,-43.2146,66.871,,2018-03-20 18:13:04 UTC,2018-03-20 18:13:04 UTC,4249
1-129-066-3447 x6391,78.1459,77.9635,,2018-03-20 18:13:05 UTC,2018-03-20 18:13:05 UTC,4250
(517) 159-8233 x790,-62.5158,57.9438,,2018-03-20 18:13:07 UTC,2018-03-20 18:13:07 UTC,4251
(728) 633-2259,-45.7981,53.8445,true,2018-03-20 18:13:11 UTC,2018-03-20 18:13:11 UTC,4252
1-577-418-5111 x0693,-42.2249,-84.1753,true,2018-03-20 18:13:12 UTC,2018-03-20 18:13:12 UTC,4253
(781) 117-7816 x19729,39.203,50.5703,,2018-03-20 18:13:13 UTC,2018-03-20 18:13:13 UTC,4254
998.636.1811 x944,70.4461,1.4951,,2018-03-20 18:13:15 UTC,2018-03-20 18:13:15 UTC,4255
816.361.9255,-122.838,40.1268,,2018-03-20 18:13:16 UTC,2018-03-20 18:13:16 UTC,4256
856.158.9066 x755,127.5436,-25.1992,true,2018-03-20 18:13:17 UTC,2018-03-20 18:13:17 UTC,4257
131.898.2461 x3220,-161.2989,50.9479,true,2018-03-20 18:13:19 UTC,2018-03-20 18:13:19 UTC,4258
(648) 102-1687 x1877,170.8783,68.7874,true,2018-03-20 18:13:20 UTC,2018-03-20 18:13:20 UTC,4259
1-900-593-1979 x513,163.0618,0.3599,,2018-03-20 18:13:23 UTC,2018-03-20 18:13:23 UTC,4260
828.883.8475 x3439,10.9645,-10.2201,,2018-03-20 18:13:25 UTC,2018-03-20 18:13:25 UTC,4261
1-626-007-1559,-24.6056,-67.9627,true,2018-03-20 18:13:26 UTC,2018-03-20 18:13:26 UTC,4262
890.942.5722 x57821,-156.4704,-35.4148,,2018-03-20 18:13:27 UTC,2018-03-20 18:13:27 UTC,4263
(833) 390-1500 x554,-0.7268,-48.6036,true,2018-03-20 18:13:29 UTC,2018-03-20 18:13:29 UTC,4264
829-843-0882 x9622,-13.1532,-57.1895,true,2018-03-20 18:13:30 UTC,2018-03-20 18:13:30 UTC,4265
1-428-662-9927 x871,51.8477,70.2302,,2018-03-20 18:13:32 UTC,2018-03-20 18:13:32 UTC,4266
905.887.8783 x47103,-129.231,-53.4427,,2018-03-20 18:13:33 UTC,2018-03-20 18:13:33 UTC,4267
(228) 716-1123,72.3128,-0.7738,true,2018-03-20 18:13:34 UTC,2018-03-20 18:13:34 UTC,4268
482.985.6537,-2.4151,0.4181,true,2018-03-20 18:13:36 UTC,2018-03-20 18:13:36 UTC,4269
(271) 704-3338 x8891,159.0158,-45.62,,2018-03-20 18:13:37 UTC,2018-03-20 18:13:37 UTC,4270
611-005-0167 x5559,-149.7114,-32.3377,,2018-03-20 18:13:38 UTC,2018-03-20 18:13:38 UTC,4271
(485) 834-6848,-104.2963,-19.5763,true,2018-03-20 18:13:40 UTC,2018-03-20 18:13:40 UTC,4272
630-506-5540,-63.9901,-34.7954,,2018-03-20 18:13:43 UTC,2018-03-20 18:13:43 UTC,4273
256.097.4111 x265,179.8115,80.573,true,2018-03-20 18:13:45 UTC,2018-03-20 18:13:45 UTC,4274
1-593-204-6003 x54172,-73.4093,-39.1667,,2018-03-20 18:13:46 UTC,2018-03-20 18:13:46 UTC,4275
432.019.0823 x78708,-122.8756,-3.1841,true,2018-03-20 18:13:47 UTC,2018-03-20 18:13:47 UTC,4276
(704) 400-3652 x151,-141.8442,-58.0125,true,2018-03-20 18:13:49 UTC,2018-03-20 18:13:49 UTC,4277
265-370-1728 x230,44.3512,-28.0241,,2018-03-20 18:13:50 UTC,2018-03-20 18:13:50 UTC,4278
(811) 181-8119 x054,-113.2234,-85.0327,true,2018-03-20 18:13:52 UTC,2018-03-20 18:13:52 UTC,4279
(671) 981-9903 x87527,-93.0068,74.4835,,2018-03-20 18:13:53 UTC,2018-03-20 18:13:53 UTC,4280
(514) 385-5896 x634,-61.0112,-65.3353,true,2018-03-20 18:13:55 UTC,2018-03-20 18:13:55 UTC,4281
835-248-0325 x4429,-24.0597,20.3653,true,2018-03-20 18:13:56 UTC,2018-03-20 18:13:56 UTC,4282
1-040-333-2809,-150.3021,38.1975,true,2018-03-20 18:13:57 UTC,2018-03-20 18:13:57 UTC,4283
(356) 927-8937 x007,177.2746,-35.0875,,2018-03-20 18:13:59 UTC,2018-03-20 18:13:59 UTC,4284
441-558-0314,-159.3733,-16.5365,true,2018-03-20 18:14:00 UTC,2018-03-20 18:14:00 UTC,4285
(450) 143-7611,47.976,-88.7865,,2018-03-20 18:14:02 UTC,2018-03-20 18:14:02 UTC,4286
1-749-391-1957,68.381,-33.7544,true,2018-03-20 18:14:03 UTC,2018-03-20 18:14:03 UTC,4287
(525) 575-2171,-25.941,65.661,,2018-03-20 18:14:05 UTC,2018-03-20 18:14:05 UTC,4288
(496) 745-3927 x82257,66.2924,-10.3217,true,2018-03-20 18:14:06 UTC,2018-03-20 18:14:06 UTC,4289
645-557-8909 x453,142.1587,-46.334,true,2018-03-20 18:14:08 UTC,2018-03-20 18:14:08 UTC,4290
581.803.5327 x8994,133.7353,64.1513,true,2018-03-20 18:14:09 UTC,2018-03-20 18:14:09 UTC,4291
420-136-6047 x606,-19.1461,31.3523,true,2018-03-20 18:14:11 UTC,2018-03-20 18:14:11 UTC,4292
056.484.5407 x8471,108.0492,8.799,true,2018-03-20 18:14:13 UTC,2018-03-20 18:14:13 UTC,4293
937.494.5489,-54.9072,-18.2273,true,2018-03-20 18:14:14 UTC,2018-03-20 18:14:14 UTC,4294
1-282-241-0991 x03652,-152.0841,50.7079,,2018-03-20 18:14:16 UTC,2018-03-20 18:14:16 UTC,4295
870-057-8344 x658,125.715,-35.2801,true,2018-03-20 18:14:19 UTC,2018-03-20 18:14:19 UTC,4296
(790) 176-3356 x96630,35.7879,-17.7624,true,2018-03-20 18:14:20 UTC,2018-03-20 18:14:20 UTC,4297
966-974-9742 x9990,158.682,-10.6946,,2018-03-20 18:14:24 UTC,2018-03-20 18:14:24 UTC,4298
1-146-929-7147,-119.2511,59.7644,,2018-03-20 18:14:25 UTC,2018-03-20 18:14:25 UTC,4299
499.549.5582,-9.7926,-88.1823,,2018-03-20 18:14:26 UTC,2018-03-20 18:14:26 UTC,4300
017-918-4084 x0121,-35.7057,37.023,,2018-03-20 18:14:28 UTC,2018-03-20 18:14:28 UTC,4301
(873) 803-9902 x81408,-3.2197,-72.0017,true,2018-03-20 18:14:29 UTC,2018-03-20 18:14:29 UTC,4302
158-743-2366,-123.6684,32.2731,true,2018-03-20 18:14:31 UTC,2018-03-20 18:14:31 UTC,4303
097-631-9389,-114.677,13.2825,true,2018-03-20 18:14:32 UTC,2018-03-20 18:14:32 UTC,4304
1-952-817-3619,-110.9667,-83.3444,,2018-03-20 18:14:33 UTC,2018-03-20 18:14:33 UTC,4305
127.030.7596 x26305,-110.4621,61.1837,true,2018-03-20 18:14:35 UTC,2018-03-20 18:14:35 UTC,4306
633.670.5761 x139,102.969,-31.061,,2018-03-20 18:14:37 UTC,2018-03-20 18:14:37 UTC,4307
(593) 477-6282 x70677,80.533,41.1063,true,2018-03-20 18:14:38 UTC,2018-03-20 18:14:38 UTC,4308
(257) 638-8335 x333,-167.752,-36.6572,true,2018-03-20 18:14:39 UTC,2018-03-20 18:14:39 UTC,4309
618.018.4314,28.7289,6.285,true,2018-03-20 18:14:41 UTC,2018-03-20 18:14:41 UTC,4310
690-255-6777,-25.1374,-57.5708,true,2018-03-20 18:14:42 UTC,2018-03-20 18:14:42 UTC,4311
675-981-3524,-98.6891,-38.5436,true,2018-03-20 18:14:44 UTC,2018-03-20 18:14:44 UTC,4312
1-098-257-5537 x4450,56.2051,67.7509,,2018-03-20 18:14:46 UTC,2018-03-20 18:14:46 UTC,4313
603.569.1414,-100.604,-46.5812,true,2018-03-20 18:14:47 UTC,2018-03-20 18:14:47 UTC,4314
(114) 282-8445 x004,131.1653,28.7203,,2018-03-20 18:14:49 UTC,2018-03-20 18:14:49 UTC,4315
624.487.7300,-178.1303,-66.9315,,2018-03-20 18:14:52 UTC,2018-03-20 18:14:52 UTC,4316
717-554-6765 x934,-41.0366,-47.8036,,2018-03-20 18:14:54 UTC,2018-03-20 18:14:54 UTC,4317
466.724.9594,157.0461,-35.4543,true,2018-03-20 18:14:58 UTC,2018-03-20 18:14:58 UTC,4318
069-214-8184 x90672,169.8189,-61.297,,2018-03-20 18:14:59 UTC,2018-03-20 18:14:59 UTC,4319
093.131.6272,-90.5515,-36.219,true,2018-03-20 18:15:01 UTC,2018-03-20 18:15:01 UTC,4320
902-261-1659 x24244,42.2804,27.7269,,2018-03-20 18:15:02 UTC,2018-03-20 18:15:02 UTC,4321
1-211-861-4506 x20446,95.3291,-58.0239,true,2018-03-20 18:15:04 UTC,2018-03-20 18:15:04 UTC,4322
977.977.0008 x858,142.5947,74.9994,,2018-03-20 18:15:06 UTC,2018-03-20 18:15:06 UTC,4323
(216) 525-6345 x51693,-75.4312,16.069,true,2018-03-20 18:15:07 UTC,2018-03-20 18:15:07 UTC,4324
859-616-7251 x1404,71.7714,-73.3218,,2018-03-20 18:15:08 UTC,2018-03-20 18:15:08 UTC,4325
360.854.1261 x99631,-18.5223,-7.8306,true,2018-03-20 18:15:10 UTC,2018-03-20 18:15:10 UTC,4326
091-750-9670 x065,-16.8046,41.814,,2018-03-20 18:15:11 UTC,2018-03-20 18:15:11 UTC,4327
592-831-0166 x46922,-124.9971,-62.1602,,2018-03-20 18:15:13 UTC,2018-03-20 18:15:13 UTC,4328
(641) 785-7532,80.954,-85.1854,true,2018-03-20 18:15:14 UTC,2018-03-20 18:15:14 UTC,4329
1-673-480-1094,-22.0603,-73.1509,true,2018-03-20 18:15:16 UTC,2018-03-20 18:15:16 UTC,4330
247-799-9872,-26.5431,-43.276,,2018-03-20 18:15:17 UTC,2018-03-20 18:15:17 UTC,4331
310.914.3323 x69317,-15.2298,6.699,,2018-03-20 18:15:19 UTC,2018-03-20 18:15:19 UTC,4332
968.408.9051 x669,-13.6799,-82.2793,,2018-03-20 18:15:20 UTC,2018-03-20 18:15:20 UTC,4333
